title,winery,variety,designation,province,region_1,country,points,price,taster_name,description
Chateau Lafayette Reneau 2012 Cabernet Sauvignon (Finger Lakes),Chateau Lafayette Reneau,Cabernet Sauvignon,,New York,Finger Lakes,US,87,$25.0,Anna Lee C. Iijima,"Swathes of fresh tarragon lend a green, herbal tone to cassis and black plum flavors in this pretty wine. Penetrating, grippy tannins are jolting on the finish, underlining a tight, brisk finish."
Glenora 2011 Gewürztraminer (Finger Lakes),Glenora,Gewürztraminer,,New York,Finger Lakes,US,89,$15.0,Anna Lee C. Iijima,"Classic Gewürztraminer from start to finish, this luxuriously off-dry sipper bursts with heady rose petal and ripe, rich lychee notes. Zesty and bright with acidity, the finish is marked by delicious hints of lanolin and lime zest."
Miner 2014 Wild Yeast Chardonnay (Napa Valley),Miner,Chardonnay,Wild Yeast,California,Napa Valley,US,91,$50.0,Virginie Boone,"Thickly concentrated, this wine offers a wealth of crème brûléee richness and complexity, dotted in golden honey and a twist of lime. Supple and medium in build, it integrates the oak and ripeness at its core, finishing with a brightness of acidity that refreshes."
Dr. Konstantin Frank 2012 Méthode Champenoise Brut  (Finger Lakes),Dr. Konstantin Frank,Champagne Blend,Méthode Champenoise Brut,New York,Finger Lakes,US,91,$25.0,Anna Lee C. Iijima,"Saline and mineral tones accent fresh apple, pear and lemon in this zippy, invigorating sparkling wine. Made in a Chardonnay-based traditional-method style, its delicate pétillance and whiffs of caramelized sugar and brioche are enticing."
Groth 2009 Sauvignon Blanc (Napa Valley),Groth,Sauvignon Blanc,,California,Napa Valley,US,89,$19.0,,"Pretty good price for a bone-dry, crisply elegant Sauvignon Blanc with such good flavor. It's citrusy in limes and grapefruits, with richer notes of figs and melons, and finishes with a scour of spice."
Wilridge 2009 Estate Syrah-Mourvèdre Syrah-Mourvèdre (Columbia Valley (WA)),Wilridge,Syrah-Mourvèdre,Estate Syrah-Mourvèdre,Washington,Columbia Valley (WA),US,85,$29.0,Paul Gregutt,"More than three quarters Syrah, this is made from young vines planted in the estate vineyard in the extreme western Yakima Valley. With such new vines it is difficult to point to specific varietal character. It's tart and lightly fruity, with a pleasant spicy edge."
Glenora 2009 Barrel Fermented Chardonnay (Finger Lakes),Glenora,Chardonnay,Barrel Fermented,New York,Finger Lakes,US,85,$15.0,Anna Lee C. Iijima,"Honeydew melon and a touch of cream on the midpalate of this dry, medium-bodied Chardonnay add a hint of luxury. Lightly toasted oak notes are pleasantly balanced along with a fresh, clean acidity."
Joseph Swan Vineyards 2007 Mancini Ranch Zinfandel (Russian River Valley),Joseph Swan Vineyards,Zinfandel,Mancini Ranch,California,Russian River Valley,US,90,$28.0,,"This Zinfandel's tannins are starting to resolve, which gives the palate a soft, melted quality. The primary flavors are transforming into rich, dried black-raspberry and cherry notes, with leather, mocha, dried mushroom and spice accents."
Hunt & Ryde 2014 Estate Grown Pinot Noir (Russian River Valley),Hunt & Ryde,Pinot Noir,Estate Grown,California,Russian River Valley,US,91,$50.0,Virginie Boone,"In its second vintage, this wine is light and spicy, clearly made to be enjoyed with food. A collaborative effort between winemaker Guy Davis and proprietor/grapegrower and chef Guy Fieri, it shines in subtly toasty oak, cinnamon and dark cherry flavors, with a lingering lushness on the finish."
Janzen 2008 Missouri Hopper Vineyard Cabernet Sauvignon (Napa Valley),Janzen,Cabernet Sauvignon,Missouri Hopper Vineyard,California,Napa Valley,US,93,$100.0,,"A wine to cellar. With powerful tannins and near perfect balance, it's extraordinarily ripe and rich in blackberries and currants, with hints of minerals and spices. Very dry, it feels vital from the first taste to the long finish. The vineyard is north of Yountville, which puts it in a cooler area. Should develop bottle complexity over the next decade."
Rally Point Wines 2013 Limited Production Chardonnay (Russian River Valley),Rally Point Wines,Chardonnay,Limited Production,California,Russian River Valley,US,88,$38.0,Virginie Boone,"Dark hay in color with a concentration of oak on the nose, the palate retains that richness of nutty almond and apple pie, finding a balance that betrays the heavier implications of the initial aromas. On the finish it offers a lightness of being, as well as a touch of perfume."
WillaKenzie Estate 2014 Aliette Pinot Noir,WillaKenzie Estate,Pinot Noir,Aliette,Oregon,Willamette Valley,US,94,$55.0,Paul Gregutt,"From the oldest part of the estate, planted in 1992, this excellent effort seems to have entered the phase where more aromatic complexity appears. It has lovely delineation of both scents and flavors, a matrix of fruit, soil and Pommard clone. Strong streaks of tobacco and chocolate annotate the core of raspberry puree. The concentration and length are impressive."
Roco 2011 Clawson Creek Vineyards Pinot Noir,Roco,Pinot Noir,Clawson Creek Vineyards,Oregon,Willamette Valley,US,89,$50.0,Paul Gregutt,"Cola, earth, iron and spice flavors rise prominently on this Pinot Noir. The fruit remains secondary, but it's a detailed, tasty effort with appealing minerality."
Chateauneuf-du-Pape 2011 Reeschling,Chateauneuf-du-Pape,Reeschling,,New York,N A,US,2,$43.00,Dr. Jeffrey Rzeszotarski,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
Sheldrake Point 2006 Cabernet Franc (Finger Lakes),Sheldrake Point,Cabernet Franc,,New York,Finger Lakes,US,82,$17.0,Susan Kostrzewa,"This Cabernet Franc has a slightly watery, sweet fruit element that lacks the cheerful vibrancy and pluckiness of the variety. On the nose, it offers soft red fruit and some spice, but the flavors feel weak. Not a bad wine overall, but needs some muscle."
240 Days 2015 Riesling (Finger Lakes),240 Days,Riesling,,New York,Finger Lakes,US,87,$28.0,Anna Lee C. Iijima,"Waxy citrus skins and pressed apple notes are accented by a whiff of pine in this racy light-footed Riesling. It's just a shade off dry, with an invigoratingly brisk texture. Drink now through 2019."
Dr. Franzl Lang 2012 Merlotte,Dr. Franzl Lang,Merlotte,,Mars,NA,US,117,$16.00,Dr. Jeffrey Rzeszotarski,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
Red Tail Ridge 2013 Barrel Fermented RTR Estate Vineyard Chardonnay (Finger Lakes),Red Tail Ridge,Chardonnay,Barrel Fermented RTR Estate Vineyard,New York,Finger Lakes,US,88,$16.0,Anna Lee C. Iijima,"A combination of American and Hungarian oak lends sultry spice, smoke and herb tones to this elegant wine. Freshly pressed apple and pear flavors are a touch savory on the palate, but the wine finishes brisk and bright."
Red Newt Cellars 2007 Syrah-Cabernet Franc Red (Finger Lakes),Red Newt Cellars,Red Blend,Syrah-Cabernet Franc,New York,Finger Lakes,US,87,$25.0,,"Aromas of tomato leaf and blackberry unfold into flavors of pepper and cherry cola. Vanilla aromas dominate the long, crisp finish, which shows nicely refined tannins."
Standing Stone 2008 Gewürztraminer (Finger Lakes),Standing Stone,Gewürztraminer,,New York,Finger Lakes,US,87,$19.0,Anna Lee C. Iijima,"Concentrated aromas of lychee, rose petals and black tea leaves perfume this delicious golden yellow wine. The palate is dry, but with just a touch of pink grapefruit softness. Although full and rich in the mouth, balanced acidity and a spiced, grapefruit pith finish keeps the wine from getting flabby."
Buoncristiani 2008 O.P.C. 10th Anniversary Red (Napa Valley),Buoncristiani,Red Blend,O.P.C. 10th Anniversary,California,Napa Valley,US,92,$48.0,,"This wine earns a high score for sheer extravagance. It's soft, velvety and sweet-tasting, boasting chocolate, cherry, currant, cassis, bacon and smoky oak flavors. High alcohol makes it feel a little warm, but that's the price you pay for such ripeness. Made from Cabernet Sauvignon, Syrah, Merlot and Malbec, it will pair beautifully with barbecue."
Lost and Found Winery 2014 Pinot Noir (Russian River Valley),Lost and Found Winery,Pinot Noir,,California,Russian River Valley,US,93,$49.0,Virginie Boone,"A project of Master Sommelier Geoff Kruth with the assistance of winemaker Megan Glaab of Ryme Cellars, this is a light beguiling take on the famous appellation's most famous variety—one wrapped in crisp crunchy red fruit and floral aromatics of rose. Dried cherry highlights tight focused acidity and soft delicate layers of silky texture for a satisfying combination of elegance and quiet oak."
Davis Family 2011 Starr Ridge Vineyard Pinot Noir (Russian River Valley),Davis Family,Pinot Noir,Starr Ridge Vineyard,California,Russian River Valley,US,86,$50.0,,"The vineyard is in a theoretically warmer part of the valley, in the Windsor region, but somehow, there are unripe notes here. Despite some sour-cherry candy and pomegranate flavors, there's a green streak of asparagus. Drink the wine soon, as it's not an ager."
DaMa 2013 Chardonnay (Columbia Valley (WA)),DaMa,Chardonnay,,Washington,Columbia Valley (WA),US,87,$21.0,Sean P. Sullivan,"A blend of revered Sagemoor and Conner Lee vineyards, this barrel-fermented wine has aromas of caramel, poached pear, lees and peach. The stone fruit flavors are light yet creamy in feel, trailing toward the finish."
Dry Creek Vineyard 2012 DCV Estate Block 10 Chardonnay (Russian River Valley),Dry Creek Vineyard,Chardonnay,DCV Estate Block 10,California,Russian River Valley,US,90,$30.0,Virginie Boone,"The winery once made 30,000 cases of Chardonnay. With this release, it micro-sized that number down to 1,250, focusing on 30 vine rows to make a better wine. Mission accomplished—this medium-bodied wine offers a creamy texture, with concentrated fig and pear flavors around a mineral-laden finish."
Cave B 2007 Riesling (Columbia Valley (WA)),Cave B,Riesling,,Washington,Columbia Valley (WA),US,85,$22.0,Paul Gregutt,"Stainless steel fermentation has yielded a yeasty, beery wine. There's plenty of fruit, a bit too reminiscent of canned peaches, and a finish that seems constricted and short. Residual sugar is right around 2%."
Atwater 2013 Big Blend Red (Finger Lakes),Atwater,Red Blend,Big Blend,New York,Finger Lakes,US,88,$25.0,Anna Lee C. Iijima,"This Syrah-based blend of five different red grapes may be “big” in blending components, but it's quite sleek and elegant on the palate. It's not a deeply concentrated brooding wine, but brisk and spry, offering fresh black-cherry and berry flavors. Soft feathery tannins and notes of cedar and forest floor linger on the finish."
Graton Ridge 2010 Bacigalupi Vineyards Zinfandel (Russian River Valley),Graton Ridge,Zinfandel,Bacigalupi Vineyards,California,Russian River Valley,US,84,$48.0,,"Tastes almost as sweet and fruity as a minor Port, with milk chocolate, raisin and molasses flavors. It's a bit soft and warm."
Billhook 2009 Cabernet Sauvignon (Napa Valley),Billhook,Cabernet Sauvignon,,California,Napa Valley,US,88,$30.0,,"What a nice wine for drinking now and over the next few years. At the age of nearly four, it's mellow and rich, with the blackberry fruit and oak flavors achieving a savory marriage. Finishes dry, spicy and tart."
Mosquito Fleet 2010 Cabernet Franc (Columbia Valley (WA)),Mosquito Fleet,Cabernet Franc,,Washington,Columbia Valley (WA),US,90,$29.0,Paul Gregutt,"Fragrant and detailed, this pure Cabernet Franc mixes dried berries and herbs, hints of tar and tobacco, along with well-managed tannins. Everything resolves in a long and lissome finish."
Peju 2005 Fifty/Fifty Red Wine Red (Napa Valley),Peju,Bordeaux-style Red Blend,Fifty/Fifty Red Wine,California,Napa Valley,US,92,$85.0,,"Equal parts Merlot and Cabernet Sauvignon, this Bordeaux blend is very delicious and very young. It combines ripe, plush cassis and cocoa fruit flavor with rich, fine tannins and fine acidity to produce a wine of extraordinary balance. Should develop effortlessly over the next decade."
Hogue 2013 Riesling (Columbia Valley (WA)),Hogue,Riesling,,Washington,Columbia Valley (WA),US,90,$11.0,Paul Gregutt,"Lightly off dry, this graceful and beautifully balanced wine blends in about 7% Gewürztraminer, elevating the aromatics. Key lime, pink grapefruit and a touch of lemon zest are in play, with a finish that recalls a sip of English breakfast tea."
Lamoreaux Landing 2013 Chardonnay (Finger Lakes),Lamoreaux Landing,Chardonnay,,New York,Finger Lakes,US,87,$13.0,Anna Lee C. Iijima,"Soft, sunny acidity and luscious mouthfeel give this Chardonnay an overall plushness. The palate is marked by creamy peach and apple flavors accented by delicate wisps of vanilla and spice. While straightforward in style, it's supple and pleasing."
Vercingetorix VX 2014 Reserve Cuvée Pinot Noir (Willamette Valley),Vercingetorix VX,Pinot Noir,Reserve Cuvée,Oregon,Willamette Valley,US,86,$35.0,Paul Gregutt,"This reserve offers rather light strawberry fruit, and some highlights of tobacco and milk chocolate. It spent 18 months in one-third new French oak. Despite the reserve tag and the excellent vintage, it comes across as simple and a bit dilute."
William Church 2005 Cabernet Sauvignon (Columbia Valley (WA)),William Church,Cabernet Sauvignon,,Washington,Columbia Valley (WA),US,87,$38.0,Paul Gregutt,"A warm year ripens the fruit well at this cool climate site; so well that it's just on the edge of raisiny. There are mixed flavors of Bourbon-soaked raisins, plum pudding and coffee liqueur; the barrels show more strongly than the fruit, at least for now."
Atwater 2009 Cabernet Sauvignon (Finger Lakes),Atwater,Cabernet Sauvignon,,New York,Finger Lakes,US,87,$25.0,Anna Lee C. Iijima,"There's an abundance of crisp black cherry and cassis flavors in this Cabernet Sauvignon, but hints of green leaves and wet soil lend a dark, elegant tone. Quite supple and full on the palate, it finishes long with staunch, grippy tannins."
